timestamp,EAR,MAR,blink_count,blink_rate,microsleeps,yawns
2025-11-16 20:29:50.407493,0.202,0.018,0,0.0,0,0
2025-11-16 20:29:50.501312,0.165,0.0,0,0.0,0,0
2025-11-16 20:29:50.518872,0.189,0.0,0,0.0,0,0
2025-11-16 20:29:50.535760,0.203,0.0,0,0.0,0,0
2025-11-16 20:29:50.547636,0.183,0.0,0,0.0,0,0
2025-11-16 20:29:50.583887,0.203,0.02,0,0.0,0,0
2025-11-16 20:29:50.616039,0.203,0.0,0,0.0,0,0
2025-11-16 20:29:50.651983,0.201,0.0,0,0.0,0,0
2025-11-16 20:29:50.681660,0.221,0.0,0,0.0,0,0
2025-11-16 20:29:50.713609,0.23,0.031,0,0.0,0,0
2025-11-16 20:29:50.764672,0.217,0.0,0,0.0,0,0
2025-11-16 20:29:50.792762,0.241,0.0,0,0.0,0,0
2025-11-16 20:29:50.827017,0.234,0.0,0,0.0,0,0
2025-11-16 20:29:50.860541,0.25,0.0,0,0.0,0,0
2025-11-16 20:29:50.891836,0.225,0.0,0,0.0,0,0
2025-11-16 20:29:50.924162,0.245,0.0,0,0.0,0,0
2025-11-16 20:29:50.959239,0.244,0.0,0,0.0,0,0
2025-11-16 20:29:50.987547,0.23,0.0,0,0.0,0,0
2025-11-16 20:29:51.020654,0.243,0.0,0,0.0,0,0
2025-11-16 20:29:51.052933,0.282,0.0,0,0.0,0,0
2025-11-16 20:29:51.076092,0.274,0.0,0,0.0,0,0
2025-11-16 20:29:51.131476,0.248,0.023,0,0.0,0,0
2025-11-16 20:29:51.164188,0.265,0.0,0,0.0,0,0
2025-11-16 20:29:51.196963,0.256,0.0,0,0.0,0,0
2025-11-16 20:29:51.227526,0.269,0.0,0,0.0,0,0
2025-11-16 20:29:51.254236,0.283,0.0,0,0.0,0,0
2025-11-16 20:29:51.282232,0.285,0.0,0,0.0,0,0
2025-11-16 20:29:51.314238,0.289,0.0,0,0.0,0,0
2025-11-16 20:29:51.347698,0.277,0.0,0,0.0,0,0
2025-11-16 20:29:51.391872,0.287,0.0,0,0.0,0,0
2025-11-16 20:29:51.414924,0.276,0.023,0,0.0,0,0
2025-11-16 20:29:51.426857,0.274,0.0,0,0.0,0,0
2025-11-16 20:29:51.466671,0.29,0.0,0,0.0,0,0
2025-11-16 20:29:51.500882,0.266,0.024,0,0.0,0,0
2025-11-16 20:29:51.564892,0.29,0.023,0,0.0,0,0
2025-11-16 20:29:51.596976,0.284,0.0,0,0.0,0,0
2025-11-16 20:29:51.628157,0.28,0.0,0,0.0,0,0
2025-11-16 20:29:51.657928,0.293,0.0,0,0.0,0,0
2025-11-16 20:29:51.690987,0.285,0.0,0,0.0,0,0
2025-11-16 20:29:51.722237,0.304,0.0,0,0.0,0,0
2025-11-16 20:29:51.757756,0.293,0.0,0,0.0,0,0
2025-11-16 20:29:51.769750,0.286,0.0,0,0.0,0,0
2025-11-16 20:29:51.783749,0.288,0.0,0,0.0,0,0
2025-11-16 20:29:51.835858,0.302,0.0,0,0.0,0,0
2025-11-16 20:29:51.867390,0.289,0.0,0,0.0,0,0
2025-11-16 20:29:51.899603,0.3,0.023,0,0.0,0,0
2025-11-16 20:29:51.964574,0.289,0.0,0,0.0,0,0
2025-11-16 20:29:51.995813,0.295,0.022,0,0.0,0,0
2025-11-16 20:29:52.029905,0.301,0.0,0,0.0,0,0
2025-11-16 20:29:52.057426,0.305,0.0,0,0.0,0,0
2025-11-16 20:29:52.088584,0.307,0.0,0,0.0,0,0
2025-11-16 20:29:52.123169,0.298,0.205,0,0.0,0,0
2025-11-16 20:29:52.137249,0.306,0.251,0,0.0,0,0
2025-11-16 20:29:52.152340,0.307,0.25,0,0.0,0,0
2025-11-16 20:29:52.205687,0.307,0.29,0,0.0,0,0
2025-11-16 20:29:52.239308,0.306,0.334,0,0.0,0,0
2025-11-16 20:29:52.261302,0.297,0.304,0,0.0,0,0
2025-11-16 20:29:52.324635,0.308,0.356,0,0.0,0,0
2025-11-16 20:29:52.359896,0.323,0.445,0,0.0,0,0
2025-11-16 20:29:52.395866,0.307,0.469,0,0.0,0,0
2025-11-16 20:29:52.427036,0.304,0.447,0,0.0,0,0
2025-11-16 20:29:52.461759,0.304,0.479,0,0.0,0,0
2025-11-16 20:29:52.490108,0.304,0.525,0,0.0,0,0
2025-11-16 20:29:52.503123,0.304,0.513,0,0.0,0,0
2025-11-16 20:29:52.534763,0.315,0.515,0,0.0,0,0
2025-11-16 20:29:52.570806,0.29,0.48,0,0.0,0,0
2025-11-16 20:29:52.603807,0.309,0.523,0,0.0,0,0
2025-11-16 20:29:52.634476,0.296,0.537,0,0.0,0,0
2025-11-16 20:29:52.670859,0.295,0.501,0,0.0,0,0
2025-11-16 20:29:52.698858,0.314,0.535,0,0.0,0,0
2025-11-16 20:29:52.763160,0.305,0.515,0,0.0,0,0
2025-11-16 20:29:52.794716,0.302,0.513,0,0.0,0,0
2025-11-16 20:29:52.824981,0.303,0.549,0,0.0,0,0
2025-11-16 20:29:52.853776,0.31,0.527,0,0.0,0,0
2025-11-16 20:29:52.865798,0.308,0.525,0,0.0,0,0
2025-11-16 20:29:52.906752,0.294,0.502,0,0.0,0,0
2025-11-16 20:29:52.940670,0.302,0.513,0,0.0,0,0
2025-11-16 20:29:52.971301,0.318,0.515,0,0.0,0,0
2025-11-16 20:29:53.004805,0.312,0.504,0,0.0,0,0
2025-11-16 20:29:53.034721,0.302,0.537,0,0.0,0,0
2025-11-16 20:29:53.068679,0.302,0.54,0,0.0,0,0
2025-11-16 20:29:53.101784,0.282,0.53,0,0.0,0,0
2025-11-16 20:29:53.162929,0.325,0.504,0,0.0,0,0
2025-11-16 20:29:53.195932,0.3,0.529,0,0.0,0,0
2025-11-16 20:29:53.224053,0.303,0.516,0,0.0,0,0
2025-11-16 20:29:53.245702,0.224,0.527,0,0.0,0,0
2025-11-16 20:29:53.266695,0.059,0.513,0,0.0,0,0
2025-11-16 20:29:53.302453,0.047,0.552,0,0.0,0,0
2025-11-16 20:29:53.340535,0.155,0.536,1,13.17,0,0
2025-11-16 20:29:53.372382,0.213,0.527,1,13.09,0,0
2025-11-16 20:29:53.403359,0.239,0.49,1,13.0,0,0
2025-11-16 20:29:53.435986,0.241,0.444,1,12.9,0,0
2025-11-16 20:29:53.465928,0.244,0.374,1,12.82,0,0
2025-11-16 20:29:53.499280,0.253,0.356,1,12.73,0,0
2025-11-16 20:29:53.565971,0.281,0.38,1,12.56,0,0
2025-11-16 20:29:53.580968,0.283,0.358,1,12.51,0,0
2025-11-16 20:29:53.612092,0.287,0.389,1,12.44,0,0
2025-11-16 20:29:53.642669,0.295,0.356,1,12.36,0,0
2025-11-16 20:29:53.673725,0.286,0.364,1,12.28,0,0
2025-11-16 20:29:53.705739,0.269,0.312,1,12.2,0,0
2025-11-16 20:29:53.741955,0.265,0.304,1,12.11,0,0
2025-11-16 20:29:53.769808,0.286,0.326,1,12.04,0,0
2025-11-16 20:29:53.802225,0.289,0.304,1,11.96,0,0
2025-11-16 20:29:53.835067,0.28,0.266,1,11.89,0,0
2025-11-16 20:29:53.867113,0.303,0.244,1,11.81,0,0
2025-11-16 20:29:53.898424,0.293,0.251,1,11.74,0,0
2025-11-16 20:29:53.933385,0.282,0.267,1,11.66,0,0
2025-11-16 20:29:53.977480,0.276,0.245,1,11.56,0,0
2025-11-16 20:29:54.013827,0.304,0.218,1,11.48,0,0
2025-11-16 20:29:54.043276,0.298,0.218,1,11.42,0,0
2025-11-16 20:29:54.074717,0.297,0.197,1,11.35,0,0
2025-11-16 20:29:54.105819,0.291,0.174,1,11.28,0,0
2025-11-16 20:29:54.139501,0.295,0.174,1,11.21,0,0
2025-11-16 20:29:54.172178,0.277,0.174,1,11.14,0,0
2025-11-16 20:29:54.203476,0.267,0.155,1,11.08,0,0
2025-11-16 20:29:54.235741,0.278,0.152,1,11.01,0,0
2025-11-16 20:29:54.260733,0.299,0.125,1,10.96,0,0
2025-11-16 20:29:54.296059,0.296,0.129,1,10.89,0,0
2025-11-16 20:29:54.346463,0.292,0.126,1,10.79,0,0
2025-11-16 20:29:54.382595,0.296,0.129,1,10.72,0,0
2025-11-16 20:29:54.411806,0.293,0.108,1,10.67,0,0
2025-11-16 20:29:54.446285,0.293,0.106,1,10.6,0,0
2025-11-16 20:29:54.476865,0.306,0.062,1,10.55,0,0
2025-11-16 20:29:54.506783,0.296,0.042,1,10.49,0,0
2025-11-16 20:29:54.539335,0.29,0.0,1,10.43,0,0
2025-11-16 20:29:54.572141,0.247,0.0,1,10.37,0,0
2025-11-16 20:29:54.606798,0.075,0.021,1,10.31,0,0
2025-11-16 20:29:54.631972,0.045,0.0,1,10.26,0,0
2025-11-16 20:29:54.680795,0.046,0.0,1,10.18,0,0
2025-11-16 20:29:54.713815,0.111,0.0,1,10.12,0,0
2025-11-16 20:29:54.747397,0.177,0.0,2,20.13,0,0
2025-11-16 20:29:54.780171,0.204,0.022,2,20.02,0,0
2025-11-16 20:29:54.814877,0.228,0.0,2,19.91,0,0
2025-11-16 20:29:54.842575,0.247,0.022,2,19.82,0,0
2025-11-16 20:29:54.875118,0.246,0.0,2,19.71,0,0
2025-11-16 20:29:54.906812,0.234,0.0,2,19.61,0,0
2025-11-16 20:29:54.938183,0.245,0.022,2,19.51,0,0
2025-11-16 20:29:54.971007,0.263,0.022,2,19.41,0,0
2025-11-16 20:29:55.006716,0.264,0.023,2,19.29,0,0
2025-11-16 20:29:55.049820,0.278,0.072,2,19.16,0,0
2025-11-16 20:29:55.082017,0.282,0.205,2,19.06,0,0
2025-11-16 20:29:55.115460,0.295,0.391,2,18.96,0,0
2025-11-16 20:29:55.146538,0.291,0.568,2,18.87,0,0
2025-11-16 20:29:55.179530,0.286,0.635,2,18.77,0,0
2025-11-16 20:29:55.210170,0.292,0.664,2,18.68,0,0
2025-11-16 20:29:55.245148,0.293,0.806,2,18.58,0,0
2025-11-16 20:29:55.266894,0.294,0.759,2,18.52,0,0
2025-11-16 20:29:55.305557,0.289,0.804,2,18.41,0,0
2025-11-16 20:29:55.338325,0.294,0.829,2,18.32,0,0
2025-11-16 20:29:55.387890,0.28,0.868,2,18.18,0,0
2025-11-16 20:29:55.419078,0.278,0.803,2,18.1,0,0
2025-11-16 20:29:55.457310,0.267,0.805,2,17.99,0,0
2025-11-16 20:29:55.478307,0.276,0.784,2,17.93,0,0
2025-11-16 20:29:55.514657,0.276,0.786,2,17.84,0,0
2025-11-16 20:29:55.546266,0.276,0.802,2,17.75,0,0
2025-11-16 20:29:55.578012,0.276,0.779,2,17.67,0,0
2025-11-16 20:29:55.610290,0.272,0.78,2,17.59,0,0
2025-11-16 20:29:55.641811,0.267,0.689,2,17.5,0,0
2025-11-16 20:29:55.681788,0.27,0.597,2,17.42,0,1
2025-11-16 20:29:55.703778,0.275,0.542,2,17.35,0,1
2025-11-16 20:29:55.752966,0.291,0.488,2,17.23,0,1
2025-11-16 20:29:55.778957,0.3,0.333,2,17.16,0,1
2025-11-16 20:29:55.811961,0.286,0.228,2,17.08,0,1
2025-11-16 20:29:55.844701,0.266,0.163,2,17.0,0,1
2025-11-16 20:29:55.876702,0.285,0.09,2,16.92,0,1
2025-11-16 20:29:55.911717,0.283,0.0,2,16.84,0,1
2025-11-16 20:29:55.944923,0.283,0.0,2,16.76,0,1
2025-11-16 20:29:55.971916,0.279,0.0,2,16.7,0,1
2025-11-16 20:29:56.012926,0.289,0.0,2,16.61,0,1
2025-11-16 20:29:56.043507,0.289,0.022,2,16.54,0,1
2025-11-16 20:29:56.066498,0.297,0.0,2,16.48,0,1
2025-11-16 20:29:56.118505,0.297,0.022,2,16.37,0,1
2025-11-16 20:29:56.151340,0.3,0.022,2,16.3,0,1
2025-11-16 20:29:56.178236,0.301,0.0,2,16.23,0,1
2025-11-16 20:29:56.210252,0.289,0.0,2,16.17,0,1
2025-11-16 20:29:56.250650,0.298,0.0,2,16.08,0,1
2025-11-16 20:29:56.278646,0.294,0.0,2,16.02,0,1
2025-11-16 20:29:56.307158,0.291,0.0,2,15.96,0,1
2025-11-16 20:29:56.350660,0.278,0.022,2,15.86,0,1
2025-11-16 20:29:56.376793,0.276,0.0,2,15.81,0,1
2025-11-16 20:29:56.404401,0.282,0.0,2,15.75,0,1
2025-11-16 20:29:56.451313,0.276,0.0,2,15.66,0,1
2025-11-16 20:29:56.487024,0.152,0.0,2,15.58,0,1
2025-11-16 20:29:56.524950,0.158,0.022,2,15.51,0,1
2025-11-16 20:29:56.558970,0.193,0.022,2,15.44,0,1
2025-11-16 20:29:56.585924,0.157,0.0,2,15.39,0,1
2025-11-16 20:29:56.611994,0.055,0.022,2,15.33,0,1
2025-11-16 20:29:56.644004,0.033,0.0,2,15.27,0,1
2025-11-16 20:29:56.674996,0.094,0.022,2,15.21,0,1
2025-11-16 20:29:56.709562,0.194,0.021,3,22.72,0,1
2025-11-16 20:29:56.738918,0.237,0.022,3,22.64,0,1
2025-11-16 20:29:56.770925,0.253,0.0,3,22.54,0,1
2025-11-16 20:29:56.821688,0.265,0.0,3,22.4,0,1
2025-11-16 20:29:56.855739,0.278,0.022,3,22.31,0,1
2025-11-16 20:29:56.891734,0.278,0.0,3,22.21,0,1
2025-11-16 20:29:56.920378,0.278,0.0,3,22.13,0,1
2025-11-16 20:29:56.954377,0.28,0.021,3,22.04,0,1
2025-11-16 20:29:56.985372,0.278,0.0,3,21.95,0,1
2025-11-16 20:29:57.013571,0.275,0.021,3,21.88,0,1
2025-11-16 20:29:57.045573,0.275,0.021,3,21.79,0,1
2025-11-16 20:29:57.079680,0.263,0.021,3,21.71,0,1
2025-11-16 20:29:57.110449,0.272,0.021,3,21.62,0,1
2025-11-16 20:29:57.138338,0.216,0.022,3,21.55,0,1
2025-11-16 20:29:57.191354,0.073,0.0,3,21.42,0,1
2025-11-16 20:29:57.226096,0.066,0.0,3,21.33,0,1
2025-11-16 20:29:57.256085,0.089,0.0,3,21.25,0,1
2025-11-16 20:29:57.286566,0.186,0.0,4,28.23,0,1
2025-11-16 20:29:57.319221,0.218,0.022,4,28.13,0,1
2025-11-16 20:29:57.352213,0.251,0.0,4,28.02,0,1
2025-11-16 20:29:57.381210,0.261,0.021,4,27.92,0,1
2025-11-16 20:29:57.419852,0.271,0.021,4,27.8,0,1
2025-11-16 20:29:57.450854,0.281,0.0,4,27.7,0,1
2025-11-16 20:29:57.481848,0.282,0.0,4,27.6,0,1
2025-11-16 20:29:57.526445,0.283,0.021,4,27.46,0,1
2025-11-16 20:29:57.555445,0.283,0.031,4,27.37,0,1
2025-11-16 20:29:57.585439,0.291,0.021,4,27.28,0,1
2025-11-16 20:29:57.625022,0.288,0.021,4,27.16,0,1
2025-11-16 20:29:57.656117,0.294,0.021,4,27.06,0,1
2025-11-16 20:29:57.685153,0.291,0.0,4,26.97,0,1
2025-11-16 20:29:57.721334,0.28,0.0,4,26.86,0,1
2025-11-16 20:29:57.753331,0.289,0.021,4,26.77,0,1
2025-11-16 20:29:57.782332,0.289,0.021,4,26.68,0,1
2025-11-16 20:29:57.811872,0.296,0.03,4,26.59,0,1
2025-11-16 20:29:57.830873,0.289,0.0,4,26.54,0,1
2025-11-16 20:29:57.850973,0.305,0.0,4,26.48,0,1
2025-11-16 20:29:57.925450,0.307,0.0,4,26.26,0,1
2025-11-16 20:29:57.954448,0.305,0.022,4,26.18,0,1
2025-11-16 20:29:57.992789,0.305,0.0,4,26.07,0,1
2025-11-16 20:29:58.025460,0.307,0.0,4,25.98,0,1
2025-11-16 20:29:58.060469,0.307,0.0,4,25.88,0,1
2025-11-16 20:29:58.090362,0.301,0.0,4,25.8,0,1
2025-11-16 20:29:58.117902,0.298,0.0,4,25.72,0,1
2025-11-16 20:29:58.152909,0.315,0.0,4,25.63,0,1
2025-11-16 20:29:58.179902,0.306,0.0,4,25.55,0,1
2025-11-16 20:29:58.193959,0.306,0.0,4,25.51,0,1
2025-11-16 20:29:58.214548,0.315,0.0,4,25.46,0,1
2025-11-16 20:29:58.267537,0.298,0.021,4,25.32,0,1
2025-11-16 20:29:58.297549,0.306,0.0,4,25.23,0,1
2025-11-16 20:29:58.355282,0.306,0.022,4,25.08,0,1
2025-11-16 20:29:58.388287,0.298,0.0,4,25.0,0,1
2025-11-16 20:29:58.421133,0.297,0.0,4,24.91,0,1
2025-11-16 20:29:58.455137,0.298,0.0,4,24.82,0,1
2025-11-16 20:29:58.492225,0.29,0.0,4,24.73,0,1
2025-11-16 20:29:58.520646,0.105,0.0,4,24.66,0,1
2025-11-16 20:29:58.552751,0.072,0.0,4,24.58,0,1
2025-11-16 20:29:58.561661,0.067,0.0,4,24.55,0,1
2025-11-16 20:29:58.595673,0.049,0.0,4,24.47,0,1
2025-11-16 20:29:58.631239,0.088,0.0,4,24.38,0,1
2025-11-16 20:29:58.668548,0.194,0.0,5,30.36,0,1
2025-11-16 20:29:58.723169,0.251,0.0,5,30.19,0,1
2025-11-16 20:29:58.760180,0.273,0.0,5,30.08,0,1
2025-11-16 20:29:58.793395,0.275,0.0,5,29.98,0,1
2025-11-16 20:29:58.824512,0.285,0.0,5,29.89,0,1
2025-11-16 20:29:58.856997,0.295,0.022,5,29.79,0,1
2025-11-16 20:29:58.895533,0.294,0.022,5,29.68,0,1
2025-11-16 20:29:58.919922,0.297,0.0,5,29.6,0,1
2025-11-16 20:29:58.934168,0.313,0.0,5,29.56,0,1
2025-11-16 20:29:58.968669,0.312,0.0,5,29.47,0,1
2025-11-16 20:29:59.002379,0.292,0.0,5,29.37,0,1
2025-11-16 20:29:59.032237,0.304,0.0,5,29.28,0,1
2025-11-16 20:29:59.063975,0.31,0.0,5,29.19,0,1
2025-11-16 20:29:59.098249,0.31,0.021,5,29.1,0,1
2025-11-16 20:29:59.161334,0.316,0.0,5,28.92,0,1
2025-11-16 20:29:59.193760,0.306,0.0,5,28.83,0,1
2025-11-16 20:29:59.226342,0.299,0.0,5,28.74,0,1
2025-11-16 20:29:59.252016,0.308,0.0,5,28.67,0,1
2025-11-16 20:29:59.270790,0.298,0.0,5,28.61,0,1
2025-11-16 20:29:59.290163,0.305,0.0,5,28.56,0,1
2025-11-16 20:29:59.341385,0.305,0.0,5,28.42,0,1
2025-11-16 20:29:59.369546,0.301,0.0,5,28.35,0,1
2025-11-16 20:29:59.400772,0.305,0.0,5,28.26,0,1
2025-11-16 20:29:59.433391,0.29,0.0,5,28.18,0,1
2025-11-16 20:29:59.466067,0.303,0.0,5,28.09,0,1
2025-11-16 20:29:59.499634,0.285,0.0,5,28.01,0,1
2025-11-16 20:29:59.565977,0.285,0.0,5,27.83,0,1
2025-11-16 20:29:59.593802,0.295,0.0,5,27.76,0,1
2025-11-16 20:29:59.625648,0.283,0.0,5,27.68,0,1
2025-11-16 20:29:59.638652,0.291,0.0,5,27.64,0,1
2025-11-16 20:29:59.674308,0.306,0.0,5,27.56,0,1
2025-11-16 20:29:59.708043,0.296,0.0,5,27.47,0,1
2025-11-16 20:29:59.739275,0.281,0.0,5,27.39,0,1
2025-11-16 20:29:59.773612,0.285,0.022,5,27.3,0,1
2025-11-16 20:29:59.801821,0.281,0.0,5,27.23,0,1
2025-11-16 20:29:59.832713,0.296,0.0,5,27.16,0,1
2025-11-16 20:29:59.865526,0.282,0.0,5,27.08,0,1
2025-11-16 20:29:59.899507,0.287,0.0,5,27.0,0,1
2025-11-16 20:29:59.966835,0.286,0.0,5,26.84,0,1
2025-11-16 20:29:59.979725,0.289,0.0,5,26.8,0,1
2025-11-16 20:29:59.987764,0.289,0.0,5,26.78,0,1
2025-11-16 20:30:00.043363,0.297,0.0,5,26.65,0,1
2025-11-16 20:30:00.073354,0.299,0.022,5,26.58,0,1
2025-11-16 20:30:00.104427,0.3,0.0,5,26.51,0,1
2025-11-16 20:30:00.136999,0.309,0.0,5,26.43,0,1
2025-11-16 20:30:00.170240,0.308,0.0,5,26.35,0,1
2025-11-16 20:30:00.204866,0.3,0.0,5,26.27,0,1
2025-11-16 20:30:00.233479,0.308,0.0,5,26.21,0,1
2025-11-16 20:30:00.259738,0.309,0.0,5,26.15,0,1
2025-11-16 20:30:00.297930,0.307,0.0,5,26.06,0,1
2025-11-16 20:30:00.330157,0.301,0.0,5,25.99,0,1
2025-11-16 20:30:00.364784,0.292,0.0,5,25.91,0,1
2025-11-16 20:30:00.414424,0.291,0.0,5,25.8,0,1
2025-11-16 20:30:00.443205,0.161,0.0,5,25.74,0,1
2025-11-16 20:30:00.474506,0.056,0.0,5,25.67,0,1
2025-11-16 20:30:00.505891,0.066,0.0,5,25.6,0,1
2025-11-16 20:30:00.538931,0.178,0.022,6,30.63,0,1
2025-11-16 20:30:00.570094,0.242,0.0,6,30.55,0,1
2025-11-16 20:30:00.601393,0.273,0.0,6,30.47,0,1
2025-11-16 20:30:00.634869,0.282,0.0,6,30.39,0,1
2025-11-16 20:30:00.664198,0.276,0.0,6,30.31,0,1
2025-11-16 20:30:00.699507,0.285,0.0,6,30.22,0,1
2025-11-16 20:30:00.745373,0.274,0.0,6,30.11,0,1
2025-11-16 20:30:00.776714,0.3,0.0,6,30.02,0,1
2025-11-16 20:30:00.809847,0.313,0.022,6,29.94,0,1
2025-11-16 20:30:00.845610,0.3,0.0,6,29.85,0,1
2025-11-16 20:30:00.873352,0.297,0.022,6,29.78,0,1
2025-11-16 20:30:00.907753,0.3,0.022,6,29.7,0,1
2025-11-16 20:30:00.936717,0.289,0.022,6,29.63,0,1
2025-11-16 20:30:00.972245,0.309,0.0,6,29.55,0,1
2025-11-16 20:30:01.000705,0.292,0.0,6,29.47,0,1
2025-11-16 20:30:01.034712,0.288,0.0,6,29.39,0,1
2025-11-16 20:30:01.064743,0.292,0.0,6,29.32,0,1
2025-11-16 20:30:01.111154,0.292,0.0,6,29.21,0,1
2025-11-16 20:30:01.146834,0.306,0.0,6,29.13,0,1
2025-11-16 20:30:01.177541,0.303,0.022,6,29.06,0,1
2025-11-16 20:30:01.209904,0.297,0.022,6,28.98,0,1
2025-11-16 20:30:01.241766,0.305,0.0,6,28.91,0,1
2025-11-16 20:30:01.277568,0.306,0.0,6,28.82,0,1
2025-11-16 20:30:01.305893,0.305,0.0,6,28.76,0,1
2025-11-16 20:30:01.338806,0.305,0.0,6,28.68,0,1
2025-11-16 20:30:01.372297,0.298,0.0,6,28.6,0,1
2025-11-16 20:30:01.402987,0.288,0.0,6,28.54,0,1
2025-11-16 20:30:01.433581,0.293,0.0,6,28.47,0,1
2025-11-16 20:30:01.485640,0.297,0.022,6,28.35,0,1
2025-11-16 20:30:01.512767,0.293,0.0,6,28.29,0,1
2025-11-16 20:30:01.544758,0.301,0.0,6,28.22,0,1
2025-11-16 20:30:01.576295,0.297,0.0,6,28.15,0,1
2025-11-16 20:30:01.608965,0.306,0.0,6,28.08,0,1
2025-11-16 20:30:01.641923,0.297,0.0,6,28.01,0,1
2025-11-16 20:30:01.675293,0.275,0.022,6,27.93,0,1
2025-11-16 20:30:01.709927,0.179,0.0,6,27.86,0,1
2025-11-16 20:30:01.738204,0.065,0.022,6,27.8,0,1
2025-11-16 20:30:01.771421,0.049,0.0,6,27.73,0,1
2025-11-16 20:30:01.818078,0.04,0.022,6,27.63,0,1
2025-11-16 20:30:01.849714,0.042,0.0,6,27.56,0,1
2025-11-16 20:30:01.881156,0.073,0.0,6,27.49,0,1
2025-11-16 20:30:01.915853,0.15,0.0,7,31.99,0,1
2025-11-16 20:30:01.947253,0.232,0.0,7,31.91,0,1
2025-11-16 20:30:01.979159,0.251,0.0,7,31.84,0,1
2025-11-16 20:30:02.012387,0.262,0.0,7,31.76,0,1
2025-11-16 20:30:02.040849,0.266,0.0,7,31.69,0,1
2025-11-16 20:30:02.072336,0.277,0.0,7,31.61,0,1
2025-11-16 20:30:02.108048,0.284,0.0,7,31.53,0,1
2025-11-16 20:30:02.139456,0.288,0.0,7,31.46,0,1
2025-11-16 20:30:02.185715,0.29,0.0,7,31.34,0,1
2025-11-16 20:30:02.217622,0.288,0.022,7,31.27,0,1
2025-11-16 20:30:02.248737,0.298,0.0,7,31.2,0,1
2025-11-16 20:30:02.281714,0.284,0.0,7,31.12,0,1
2025-11-16 20:30:02.316320,0.281,0.0,7,31.04,0,1
2025-11-16 20:30:02.348675,0.284,0.022,7,30.97,0,1
2025-11-16 20:30:02.378410,0.318,0.024,7,30.9,0,1
2025-11-16 20:30:02.412924,0.322,0.0,7,30.82,0,1
2025-11-16 20:30:02.442175,0.343,0.038,7,30.76,0,1
2025-11-16 20:30:02.473931,0.359,0.039,7,30.68,0,1
2025-11-16 20:30:02.505988,0.353,0.031,7,30.61,0,1
2025-11-16 20:30:02.558470,0.482,0.03,7,30.5,0,1
2025-11-16 20:30:02.585093,0.637,0.072,7,30.44,0,1
2025-11-16 20:30:02.616419,0.823,0.081,7,30.37,0,1
2025-11-16 20:30:02.648823,0.846,0.099,7,30.3,0,1
2025-11-16 20:30:02.681478,0.82,0.112,7,30.23,0,1
2025-11-16 20:30:02.714073,0.651,0.083,7,30.16,0,1
2025-11-16 20:30:02.745014,0.662,0.109,7,30.09,0,1
2025-11-16 20:30:02.781906,0.574,0.114,7,30.01,0,1
2025-11-16 20:30:02.812009,0.654,0.055,7,29.95,0,1
2025-11-16 20:30:02.842259,0.537,0.131,7,29.88,0,1
2025-11-16 20:30:02.890128,0.537,0.071,7,29.78,0,1
2025-11-16 20:30:02.920778,0.319,0.029,7,29.71,0,1
2025-11-16 20:30:02.954805,0.3,0.026,7,29.65,0,1
2025-11-16 20:30:02.989828,0.314,0.026,7,29.57,0,1
2025-11-16 20:30:03.016402,0.295,0.0,7,29.52,0,1
2025-11-16 20:30:03.049605,0.301,0.0,7,29.45,0,1
2025-11-16 20:30:03.080451,0.274,0.021,7,29.38,0,1
2025-11-16 20:30:03.114107,0.267,0.0,7,29.32,0,1
2025-11-16 20:30:03.145065,0.286,0.0,7,29.25,0,1
2025-11-16 20:30:03.184183,0.29,0.0,7,29.17,0,1
2025-11-16 20:30:03.212133,0.293,0.0,7,29.11,0,1
2025-11-16 20:30:03.256468,0.28,0.0,7,29.03,0,1
2025-11-16 20:30:03.288526,0.306,0.0,7,28.96,0,1
2025-11-16 20:30:03.321805,0.298,0.0,7,28.9,0,1
2025-11-16 20:30:03.353367,0.296,0.0,7,28.83,0,1
